lr,nheads,num_layers,d_model,hidden_size,epoch,train_loss,test_acc

0.00010, 1, 1,200,200,0.00, 0,35.0511,0.7672
 1,0.0000,0.00010, 1, 1,200,400,0.00, 0,35.0380,0.7444
 1,0.0000,0.00010, 1, 1,400,200,0.00, 0,35.9903,0.7380
 1,0.0000,0.00010, 1, 1,400,400,0.00, 0,36.4146,0.7528
 1,0.0000,0.00010, 1, 4,200,200,0.00, 0,38.6832,0.7528
 1,0.0000,0.00010, 1, 4,200,400,0.00, 0,37.2895,0.7520
 1,0.0000,0.00010, 1, 4,400,200,0.00, 0,40.6979,0.7528
 1,0.0000,0.00010, 1, 4,400,400,0.00, 0,40.4539,0.7472
 1,0.0000,0.00010, 4, 1,200,200,0.00, 0,34.9426,0.7620
 1,0.0000,0.00010, 4, 1,200,400,0.00, 0,34.9327,0.8136
 1,0.0000,0.00010, 4, 1,400,200,0.00, 0,35.5982,0.7604
 1,0.0000,0.00010, 4, 1,400,400,0.00, 0,35.1409,0.7608
 1,0.0000,0.00010, 4, 4,200,200,0.00, 0,39.2514,0.7432
 1,0.0000,0.00010, 4, 4,200,400,0.00, 0,36.0042,0.7528
 1,0.0000,0.00010, 4, 4,400,200,0.00, 0,40.6451,0.7528
 1,0.0000,0.00010, 4, 4,400,400,0.00, 0,40.4487,0.7472
 1,0.0000,0.00100, 1, 1,200,200,0.00, 0,40.7061,0.7528
 1,0.0000,0.00100, 1, 1,200,400,0.00, 0,40.4765,0.7472
 1,0.0000,0.00100, 1, 1,400,200,0.00, 0,40.4687,0.7472
 1,0.0000,0.00100, 1, 1,400,400,0.00, 0,40.4586,0.7472
 1,0.0000,0.00100, 1, 4,200,200,0.00, 0,40.5314,0.7528
 1,0.0000,0.00100, 1, 4,200,400,0.00, 0,40.4088,0.7472
 1,0.0000,0.00100, 1, 4,400,200,0.00, 0,40.6373,0.7528
 1,0.0000,0.00100, 1, 4,400,400,0.00, 0,40.6751,0.7528
 1,0.0000,0.00100, 4, 1,200,200,0.00, 0,40.7117,0.7528
 1,0.0000,0.00100, 4, 1,200,400,0.00, 0,40.6490,0.7528
 1,0.0000,0.00100, 4, 1,400,200,0.00, 0,40.4458,0.7472
 1,0.0000,0.00100, 4, 1,400,400,0.00, 0,40.4446,0.7472
 1,0.0000,
